Nama.Produk,Harga,Gambar,Berat,Kipas,Backlight.Keyboard,Volume,Lebar,Ketinggian,Ketebalan,ukuran.layar,Resolusi,Kerapatan.Piksel,Jenis.Layar,Layar.Sentuh,Anti.Pantul,RAM,Kecepatan.RAM,Penyimpanan.Flash,Penyimpanan.Internal,Kecepatan.CPU,Thread.CPU,SSD.NVME,HDMI,USB.Daya,Adaptor.Magsafe,Suara.Stereo,"Konektor.Suara.3,5mm",Dolby.Atmos,Stylus,Pemindai.Sidikjari,Jumlah.Mikrofon,Pengenal.Wajah.3D
"Samsung Galaxy Book3 360 15.6"" Intel Core i7-1360P 2.2GHz / 16GB RAM / 1TB SSD",1399,https://images.versus.io/objects/samsung-galaxy-book3-360-15-6-intel-core-i7-1360p-2-2ghz-16gb-ram-1tb-ssd.front.master.1692006684349.jpg,1.46,0,1,1052223,355,228,13,15.6,1920 x 1080px,141,OLED/AMOLED,1,0,16,5200,1,1024,4 x 2.2GHz & 8 x 1.6GHz,16,1,1,0,0,1,1,1,1,1,1,0
"Samsung Galaxy Book3 Pro 16"" Intel Core i7-1360P 2.2GHz / 16GB RAM / 1TB SSD",2749,https://images.versus.io/objects/samsung-galaxy-book3-pro-16-intel-core-i7-1360p-2-2ghz-16gb-ram-1tb-ssd.front.master.1681301578200.jpg,1.56,0,1,10653,355,250,12,16,2880 x 1800px,141,OLED/AMOLED,0,0,16,5200,1,1024,4 x 2.2GHz & 8 x 1.6GHz,16,1,1,0,0,1,1,1,0,1,1,0
"Dell Alienware X16 16"" QHD Plus Intel Core i9-13900HK 2.6GHz / Nvidia GeForce RTX 4080 Laptop / 32GB RAM / 4TB SSD",2388,https://images.versus.io/objects/dell-alienware-x16-16-qhd-plus-intel-core-i9-13900hk-2-6ghz-nvidia-geforce-rtx-4080-laptop-32gb-ram-4tb-ssd.front.master.1679323310025.jpg,2.57,0,1,1893533,364,289,18,16,2560 x 1600px,188,LED-backlit,0,0,32,6000,1,4096,6 x 2.6GHz & 8 x 1.9GHz,20,1,1,0,0,1,1,0,0,0,2,1
"Lenovo ThinkBook 15 Gen 4 15.6"" FHD AMD Ryzen 7 5825U 2GHz / 16GB RAM / 512GB SSD",750,https://images.versus.io/objects/lenovo-thinkbook-15-gen-4-15-6-fhd-amd-ryzen-7-5825u-2ghz-16gb-ram-512gb-ssd.front.master.1680619001302.jpg,1.7,0,0,1510113,357,235,18,15.6,1920 x 1080px,141,"IPS, LED-backlit",0,1,16,3200,1,512,8 x 2GHz,16,1,1,0,0,1,1,0,0,1,2,0
"Lenovo ThinkPad L380 Yoga 2-in-1 13.3"" Intel Core i5-8250U 1.6GHz / 16GB RAM / 512GB SSD",1399,https://images.versus.io/objects/lenovo-thinkpad-l380-yoga-2-in-1-13-3-intel-core-i5-8250u-1-6ghz-16gb-ram-512gb-ssd.front.master.1686065491040.jpg,1.56,0,0,1298.33,322,224,18,13.3,1920 x 1080px,157,IPS,1,1,16,2400,1,512,4 x 1.6GHz,8,1,1,0,0,1,1,0,1,1,2,0
Acer Predator Helios Neo 16 (2023) Intel Core i5-13500HX 2.5GHz / Nvidia GeForce RTX 4050 Laptop / 16GB RAM / 512GB SSD,2382,https://images.versus.io/objects/acer-predator-helios-neo-16-2023-intel-core-i5-13500hx-2-5ghz-nvidia-geforce-rtx-4050-laptop-16gb-ram-512gb-ssd.front.master.1697122219077.jpg,2.8,0,1,2812323,360,279,28,16,1920 x 1200px,141,"LCD, LED-backlit",0,0,16,4800,1,512,6 x 2.5GHz & 8 x 1.8GHz,20,1,1,1,0,1,1,0,0,0,1,0
"Asus Chromebook Flip C436 14"" FHD Intel Core i3-10110U 2.1GHz / 8GB RAM / 128GB SSD",805,https://images.versus.io/objects/asus-chromebook-flip-c436-14-fhd-intel-core-i3-10110u-2-1ghz-8gb-ram-128gb-ssd.front.master.1685101055052.jpg,1.14,0,1,850133,319,205,13,14,1920 x 1080px,157,"IPS, LED-backlit",1,0,8,2666,1,128,2 x 2.1GHz,4,1,0,0,0,1,1,0,1,1,1,0
"Asus Zenbook S 13 OLED (UX5304) 13.3"" Intel Core i7-1355U 1.7GHz / 32GB RAM / 1TB SSD",1.3,https://images.versus.io/objects/asus-zenbook-s-13-oled-ux5304-13-3-intel-core-i7-1355u-1-7ghz-32gb-ram-1tb-ssd.front.master.1683290142773.jpg,1,0,1,639363,296,216,10,13.3,2880 x 1800px,166,OLED/AMOLED,0,0,32,5200,1,1024,2 x 1.7GHz & 8 x 1.2GHz,12,1,1,0,0,1,1,0,0,0,1,1
"Dell XPS 13 Plus 13"" OLED Intel Core i5-1340P 1.9GHz / 16GB RAM / 1TB SSD",1.2,https://images.versus.io/objects/dell-xps-13-plus-13-oled-intel-core-i5-1340p-1-9ghz-16gb-ram-1tb-ssd.front.master.1684330164263.jpg,1.26,0,1,898113,295.3,199.04,15.28,13.37,3456 x 2160px,304,"OLED/AMOLED, LED-backlit",1,1,16,6000,1,1024,4 x 1.9GHz & 8 x 1.4GHz,16,1,0,0,0,1,0,0,0,1,2,0
Acer Predator Triton 14 (2023) Intel Core i7-13700H 2.4GHz / Nvidia GeForce RTX 4050 Laptop / 16GB RAM / 512GB SSD,900,https://images.versus.io/objects/acer-predator-triton-14-2023-intel-core-i7-13700h-2-4ghz-nvidia-geforce-rtx-4050-laptop-16gb-ram-512gb-ssd.front.master.1697025026858.jpg,1.7,0,1,1339733,312,226,19,14,1920 x 1200px,161,"LCD, LED-backlit",0,0,16,5200,1,512,6 x 2.4GHz & 8 x 1.8GHz,20,1,1,0,0,1,1,0,0,1,1,0
"Asus ROG Strix G18 (2023) 18"" QHD Plus Intel Core i9-13980HX 2.2GHz / Nvidia GeForce RTX 4070 Laptop / 64GB RAM / 4TB SSD",2.7,https://images.versus.io/objects/asus-rog-strix-g18-2023-18-qhd-plus-intel-core-i9-13980hx-2-2ghz-nvidia-geforce-rtx-4070-laptop-64gb-ram-4tb-ssd.front.master.1690199094051.jpg,3,0,1,2698043,399,294,23,18,2560 x 1600px,167,IPS,0,1,64,5600,1,4096,8 x 2.2GHz & 16 x 1.6GHz,32,1,1,1,0,1,1,1,0,0,1,0
Acer Predator Helios Neo 16 (2023) Intel Core i7-13700HX 2.1GHz / Nvidia GeForce RTX 4050 Laptop / 16GB RAM / 512GB SSD,1.3,https://images.versus.io/objects/acer-predator-helios-neo-16-2023-intel-core-i7-13700hx-2-1ghz-nvidia-geforce-rtx-4050-laptop-16gb-ram-512gb-ssd.front.master.1697124804637.jpg,2.8,0,1,2812323,360,279,28,16,1920 x 1200px,141,"LCD, LED-backlit",0,0,16,4800,1,512,8 x 2.1GHz & 8 x 1.5GHz,24,1,1,1,0,1,1,0,0,0,1,0
"LG Gram 2-in-1 16T90R 16"" WQXGA Intel Core i7-1360P 2.2GHz / 16GB RAM / 2TB SSD",1,https://images.versus.io/objects/lg-gram-2-in-1-16t90r-16-wqxga-intel-core-i7-1360p-2-2ghz-16gb-ram-2tb-ssd.front.master.1686043270747.jpg,1.48,0,0,1500.93,356,248,17,16,2560 x 1600px,188,"IPS, LCD",1,1,16,5200,1,2048,4 x 2.2GHz & 8 x 1.6GHz,16,1,0,0,0,1,1,0,1,0,2,1
"Dell XPS 13 Plus 13"" OLED Intel Core i7-1360P 2.2GHz / 32GB RAM / 2TB SSD",1.2,https://images.versus.io/objects/dell-xps-13-plus-13-oled-intel-core-i7-1360p-2-2ghz-32gb-ram-2tb-ssd.front.master.1684321875743.jpg,1.26,0,1,898113,295.3,199.04,15.28,13.37,3456 x 2160px,304,"OLED/AMOLED, LED-backlit",1,1,32,6000,1,2000,4 x 2.2GHz & 8 x 1.6GHz,16,1,0,0,0,1,0,0,0,1,2,0
"Acer Nitro 16 AN16-51-56VR 16"" Intel Core i5-13500H 2.6GHz / Nvidia GeForce RTX 4050 Laptop / 8GB RAM / 512GB SSD",840,https://images.versus.io/objects/acer-nitro-16-an16-51-56vr-16-intel-core-i5-13500h-2-6ghz-nvidia-geforce-rtx-4050-laptop-8gb-ram-512gb-ssd.front.master.1695812939383.jpg,2.8,0,1,2711883,360,279,27,16,2560 x 1600px,188,"LCD, LED-backlit",0,0,8,5200,1,512,4 x 2.6GHz & 8 x 1.9GHz,16,0,1,0,0,1,1,0,0,0,1,0
"Asus TUF Gaming F17 (2023) 17.3"" Intel Core i9-13900H 2.6GHz / Nvidia GeForce RTX 4060 Laptop / 16GB RAM / 1TB SSD",1099,https://images.versus.io/objects/asus-tuf-gaming-f17-2023-17-3-intel-core-i9-13900h-2-6ghz-nvidia-geforce-rtx-4060-laptop-16gb-ram-1tb-ssd.front.master.1696256474985.jpg,2.6,0,1,2288353,394,264,22,17.3,1920 x 1080px,127,IPS,0,1,16,3200,1,1024,6 x 2.6GHz & 8 x 1.9GHz,20,1,1,1,0,1,1,1,0,0,1,0
"Samsung Galaxy Book3 Ultra 16"" Intel Core i7-13700H 2.4GHz / Nvidia GeForce RTX 4050 Laptop / 16GB RAM / 1TB SSD",2388,https://images.versus.io/objects/samsung-galaxy-book3-ultra-16-intel-core-i7-13700h-2-4ghz-nvidia-geforce-rtx-4050-laptop-16gb-ram-1tb-ssd.front.master.1681224000337.jpg,1.79,0,1,14203,355,250,16,16,2880 x 1800px,212,OLED/AMOLED,0,0,16,5200,1,1024,6 x 2.4GHz & 8 x 1.8GHz,20,1,1,0,0,1,1,1,0,1,1,0
"Samsung Galaxy Book3 Ultra 16"" Intel Core i9-13900H 2.6GHz / Nvidia GeForce RTX 4070 Laptop / 32GB RAM / 1TB SSD",1589,https://images.versus.io/objects/samsung-galaxy-book3-ultra-16-intel-core-i9-13900h-2-6ghz-nvidia-geforce-rtx-4070-laptop-32gb-ram-1tb-ssd.front.master.1681222703563.jpg,1.79,0,1,14203,355,250,16,16,2880 x 1800px,212,OLED/AMOLED,0,0,32,5200,1,1024,6 x 2.6GHz & 8 x 1.9GHz,20,1,1,0,0,1,1,1,0,1,1,0
"Lenovo ThinkBook 16p Gen 4 16"" WQXGA Intel Core i9-13900H 2.6GHz / Nvidia GeForce RTX 4060 Laptop / 32GB RAM / 1TB SSD",2899,https://images.versus.io/objects/lenovo-thinkbook-16p-gen-4-16-wqxga-intel-core-i9-13900h-2-6ghz-nvidia-geforce-rtx-4060-laptop-32gb-ram-1tb-ssd.front.master.1695044425928.jpg,2.2,0,1,1715133,354,255,19,16,2560 x 1600px,188,IPS,0,1,32,5200,1,1024,6 x 2.6GHz & 8 x 1.9GHz,20,1,1,0,0,1,1,1,0,0,2,0
"Lenovo IdeaPad Flex 5 Gen 8 14"" WUXGA AMD Ryzen 7 7730U 2GHz / 8GB RAM / 512GB SSD",746,https://images.versus.io/objects/lenovo-ideapad-flex-5-gen-8-14-wuxga-amd-ryzen-7-7730u-2ghz-8gb-ram-512gb-ssd.front.master.1686064124839.jpg,1.55,0,0,1191.93,313,224,17,14,1920 x 1200px,161,IPS,1,0,8,4266,1,512,8 x 2GHz,16,1,1,1,0,1,1,0,1,1,1,0
"Lenovo ThinkBook 16p Gen 4 16"" WQXGQ Intel Core i5-13500H 2.6GHz / Nvidia GeForce RTX 4060 Laptop / 32GB RAM / 1TB SSD",620,https://images.versus.io/objects/lenovo-thinkbook-16p-gen-4-16-wqxgq-intel-core-i5-13500h-2-6ghz-nvidia-geforce-rtx-4060-laptop-32gb-ram-1tb-ssd.front.master.1695121802926.jpg,2.2,0,1,1715133,354,255,19,16,2560 x 1600px,188,IPS,0,1,32,5200,1,1024,4 x 2.6GHz & 8 x 1.9GHz,16,1,1,0,0,1,1,1,0,0,2,0
"Asus ROG Flow X13 (2023) 13.4"" QHD Plus AMD Ryzen 9 7940HS 4GHz / Nvidia GeForce RTX 4070 Laptop / 32GB RAM / 1TB SSD",2.25,https://images.versus.io/objects/asus-rog-flow-x13-2023-13-4-qhd-plus-amd-ryzen-9-7940hs-4ghz-nvidia-geforce-rtx-4070-laptop-32gb-ram-1tb-ssd.front.master.1690366427878.jpg,1.3,0,1,1014213,299,212,16,13.4,2560 x 1600px,225,IPS,1,0,32,7500,1,1024,8 x 4GHz,16,1,1,1,0,1,1,1,1,0,2,0
"Asus TUF Gaming A16 Advantage Edition (2023) 16"" FHD Plus AMD Ryzen 9 7940HS 4GHz / AMD Radeon RX 7600S / 16GB RAM / 2TB SSD",1.21,https://images.versus.io/objects/asus-tuf-gaming-a16-advantage-edition-2023-16-fhd-plus-amd-ryzen-9-7940hs-4ghz-amd-radeon-rx-7600s-16gb-ram-2tb-ssd.front.master.1690474487003.jpg,2.2,0,1,1968123,355,252,22,16,1920 x 1200px,141,IPS,0,1,16,4800,1,1000,8 x 4GHz,16,1,1,1,0,1,1,1,0,0,1,0
"Asus ROG Strix Scar 17 (2023) 17.3"" WQHD AMD Ryzen 9 7945HX 2.5GHz / Nvidia GeForce RTX 4090 Laptop / 64GB RAM / 2TB SSD",3749,https://images.versus.io/objects/asus-rog-strix-scar-17-2023-17-3-wqhd-amd-ryzen-9-7945hx-2-5ghz-nvidia-geforce-rtx-4090-laptop-64gb-ram-2tb-ssd.front.master.1690210574361.jpg,3,0,1,2561973,395,282,23,17.3,2560 x 1440px,254,IPS,0,1,64,4800,1,2048,16 x 2.5GHz,32,1,1,0,0,1,1,1,0,0,1,0
"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz / Nvidia GeForce RTX 4060 Laptop / 32GB RAM / 1TB SSD",1.62,https://images.versus.io/objects/asus-rog-zephyrus-g14-2023-14-qhd-plus-amd-ryzen-9-7940hs-4ghz-nvidia-geforce-rtx-4060-laptop-32gb-ram-1tb-ssd.front.master.1690373509453.jpg,1.72,0,1,1345663,312,227,19,14,2560 x 1600px,215,Mini-LED,0,1,32,4800,1,1024,8 x 4GHz,16,1,1,1,0,1,1,1,0,0,3,1
"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz / Nvidia GeForce RTX 4090 Laptop / 32GB RAM / 1TB SSD",1679,https://images.versus.io/objects/asus-rog-zephyrus-g14-2023-14-qhd-plus-amd-ryzen-9-7940hs-4ghz-nvidia-geforce-rtx-4090-laptop-32gb-ram-1tb-ssd.front.master.1690370389314.jpg,1.72,0,1,1345663,312,227,19,14,2560 x 1600px,215,Mini-LED,0,1,32,4800,1,1024,8 x 4GHz,16,1,1,1,0,1,1,1,0,0,3,1
"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 9 7940HS 4GHz / Nvidia GeForce RTX 4070 Laptop / 32GB RAM / 1TB SSD",1.62,https://images.versus.io/objects/asus-rog-zephyrus-g14-2023-14-qhd-plus-amd-ryzen-9-7940hs-4ghz-nvidia-geforce-rtx-4070-laptop-32gb-ram-1tb-ssd.front.master.1690373212954.jpg,1.72,0,1,1345663,312,227,19,14,2560 x 1600px,215,Mini-LED,0,1,32,4800,1,1024,8 x 4GHz,16,1,1,1,0,1,1,1,0,0,3,1
"Asus ROG Zephyrus G14 (2023) 14"" QHD Plus AMD Ryzen 7 7735HS 3.2GHz / Nvidia GeForce RTX 4060 Laptop / 32GB RAM / 1TB SSD",1089,https://images.versus.io/objects/asus-rog-zephyrus-g14-2023-14-qhd-plus-amd-ryzen-7-7735hs-3-2ghz-nvidia-geforce-rtx-4060-laptop-32gb-ram-1tb-ssd.front.master.1690369835369.jpg,1.72,0,1,1345663,312,227,19,14,2560 x 1600px,215,IPS,0,1,32,4800,1,1024,8 x 3.2GHz,16,1,1,1,0,1,1,1,0,0,3,1
"Asus ROG Zephyrus Duo 16 (2023) 16"" QHD Plus AMD Ryzen 9 7945HX 2.5GHz / Nvidia GeForce RTX 4060 Laptop / 64GB RAM / 2TB SSD + 2TB SSD",3.48,https://images.versus.io/objects/asus-rog-zephyrus-duo-16-2023-16-qhd-plus-amd-ryzen-9-7945hx-2-5ghz-nvidia-geforce-rtx-4060-laptop-64gb-ram-2tb-ssd-2tb-ssd.front.master.1690456750954.jpg,2.67,0,1,1888.63,355,266,20,16,2560 x 1600px,188,Mini-LED,0,1,64,4800,1,2048,16 x 2.5GHz,32,1,1,1,0,1,1,1,0,0,3,0
"Acer Predator Helios 18 PH18-71-76B3 18"" Intel Core i7-13700HX 2.1GHz / Nvidia GeForce RTX 4070 Laptop / 16GB RAM / 1TB SSD",1.5,https://images.versus.io/objects/acer-predator-helios-18-ph18-71-76b3-18-intel-core-i7-13700hx-2-1ghz-nvidia-geforce-rtx-4070-laptop-16gb-ram-1tb-ssd.front.master.1695900562328.jpg,3.4,0,1,3646343,403,312,29,18,2560 x 1600px,167,"LCD, LED-backlit",0,0,16,4800,1,1024,8 x 2.1GHz & 8 x 1.5GHz,24,1,1,1,0,1,1,0,0,0,1,0
"Asus ROG Flow X16 (2023) 16"" QHD Plus Intel Core i9-13900H 2.6GHz / Nvidia GeForce RTX 4070 Laptop / 16GB RAM / 2TB SSD",1.7,https://images.versus.io/objects/asus-rog-flow-x16-2023-16-qhd-plus-intel-core-i9-13900h-2-6ghz-nvidia-geforce-rtx-4070-laptop-16gb-ram-2tb-ssd.front.master.1690295075105.jpg,2.2,0,1,1639043,355,243,19,16,2560 x 1600px,188,Mini-LED,1,0,16,4800,1,2048,6 x 2.6GHz & 8 x 1.9GHz,20,1,1,1,0,1,1,1,1,0,3,1
"Asus ROG Strix G18 (2023) 18"" QHD Plus Intel Core i9-13980HX 2.2GHz / Nvidia GeForce RTX 4060 Laptop / 32GB RAM / 2TB SSD",1.7,https://images.versus.io/objects/asus-rog-strix-g18-2023-18-qhd-plus-intel-core-i9-13980hx-2-2ghz-nvidia-geforce-rtx-4060-laptop-32gb-ram-2tb-ssd.front.master.1690199580337.jpg,3,0,1,2698043,399,294,23,18,2560 x 1600px,167,IPS,0,1,32,4800,1,2048,8 x 2.2GHz & 16 x 1.6GHz,32,1,1,1,0,1,1,1,0,0,1,0
"Asus ROG Strix Scar 16 (2023) 16"" QHD Plus Intel Core i9-13980HX 2.2GHz / Nvidia GeForce RTX 4080 Laptop / 64GB RAM / 2TB SSD + 2TB SSD",4399,https://images.versus.io/objects/asus-rog-strix-scar-16-2023-16-qhd-plus-intel-core-i9-13980hx-2-2ghz-nvidia-geforce-rtx-4080-laptop-64gb-ram-2tb-ssd-2tb-ssd.front.master.1690213170226.jpg,2.6,0,1,2056033,354,264,22,16,2560 x 1600px,188,Mini-LED,0,1,64,0,1,2048,8 x 2.2GHz & 16 x 1.6GHz,32,1,1,1,0,1,1,0,0,0,1,0
"Asus ROG Strix Scar 18 (2023) 18"" QHD Plus Intel Core i9-13980HX 2.2GHz / Nvidia GeForce RTX 4090 Laptop / 64GB RAM / 2TB SSD + 2TB SSD",2299,https://images.versus.io/objects/asus-rog-strix-scar-18-2023-18-qhd-plus-intel-core-i9-13980hx-2-2ghz-nvidia-geforce-rtx-4090-laptop-64gb-ram-2tb-ssd-2tb-ssd.front.master.1690200224626.jpg,3.1,0,1,2698043,399,294,23,18,2560 x 1600px,161,IPS,0,1,64,4800,1,2048,8 x 2.2GHz & 16 x 1.6GHz,32,1,1,1,0,1,1,1,0,0,1,0
"Acer Aspire 3 A317-55P-31CA 17.3"" Intel Core i3-N305 1.8GHz / 8GB RAM / 512GB SSD",629,https://images.versus.io/objects/acer-aspire-3-a317-55p-31ca-17-3-intel-core-i3-n305-1-8ghz-8gb-ram-512gb-ssd.front.master.1696509285733.jpg,2.3,0,0,1955333,402,256,19,17.3,1600 x 900px,106,LCD,0,0,8,4800,1,512,8 x 1.8GHz,8,0,1,0,0,1,1,0,0,0,1,0
"LG Gram 2-in-1 14T90R 14"" WUXGA Intel Core i7-1360P 2.2GHz / 16GB RAM / 1TB SSD",999,https://images.versus.io/objects/lg-gram-2-in-1-14t90r-14-wuxga-intel-core-i7-1360p-2-2ghz-16gb-ram-1tb-ssd.front.master.1686044765181.jpg,1.25,0,0,1096753,313,219,16,14,1920 x 1200px,161,IPS,1,0,16,5200,1,1024,4 x 2.2GHz & 8 x 1.6GHz,16,1,0,0,0,1,1,0,1,0,2,1
"Huawei MateBook 16s (2022) 16"" Intel Core i7-12700H 2.3GHz / 16GB RAM / 1TB SSD",1247,https://images.versus.io/objects/huawei-matebook-16s-2022-16-intel-core-i7-12700h-2-3ghz-16gb-ram-1tb-ssd.front.master.1661243786005.jpg,1.99,0,1,1592563,351,254.9,17.8,16,2520 x 1680px,189,"IPS, LCD",1,0,16,5200,1,1000,6 x 2.3GHz & 8 x 1.7GHz,20,1,1,1,0,1,1,0,0,1,2,0
"Acer Aspire 3 A314-23P-R9B1 14"" AMD Ryzen 5 7520U 2.8GHz / 16GB RAM / 512GB SSD",290,https://images.versus.io/objects/acer-aspire-3-a314-23p-r9b1-14-amd-ryzen-5-7520u-2-8ghz-16gb-ram-512gb-ssd.front.master.1696500629785.jpg,1.4,0,0,1265493,327,215,18,14,1920 x 1080px,157,"LCD, LED-backlit",0,0,16,5500,1,512,4 x 2.8GHz,8,0,1,0,0,1,1,0,0,0,1,0
"MSI GF63 Thin 11UC 15.6"" FHD Intel Core i5-11400H 2.7GHz / Nvidia GeForce RTX 3050 Laptop / 32GB RAM / 256GB SSD",709,https://images.versus.io/objects/msi-gf63-thin-11uc-15-6-fhd-intel-core-i5-11400h-2-7ghz-nvidia-geforce-rtx-3050-laptop-32gb-ram-256gb-ssd.front.master.1680528969411.jpg,1.86,0,1,1914913,359,254,21,15.6,1920 x 1080px,141,"IPS, LED-backlit",0,0,32,3200,1,256,6 x 2.7GHz,12,1,1,0,0,1,1,0,0,0,1,0
"Lenovo ThinkBook 14 Gen 4 14"" FHD AMD Ryzen 7 5825U 2GHz / 16GB RAM / 1TB SSD",800,https://images.versus.io/objects/lenovo-thinkbook-14-gen-4-14-fhd-amd-ryzen-7-5825u-2ghz-16gb-ram-1tb-ssd.front.master.1682078973513.jpg,1.4,0,0,1200743,324,218,17,14,1920 x 1080px,157,IPS,1,1,16,3200,1,1024,8 x 2GHz,16,1,1,0,0,1,1,0,1,1,1,0
"HP Omen 16 (2022) 16"" FHD AMD Ryzen 7 6800H 3.2GHz / AMD Radeon RX 6650M / 16GB RAM / 1TB SSD",946,https://images.versus.io/objects/hp-omen-16-2022-16-fhd-amd-ryzen-7-6800h-3-2ghz-amd-radeon-rx-6650m-16gb-ram-1tb-ssd.front.master.1691422582516.jpg,2.4,0,1,2005153,369,247,22,16.1,1920 x 1080px,136,IPS,0,1,16,6400,1,1024,8 x 3.2GHz,16,1,1,1,0,1,0,1,0,0,2,1
"Lenovo ThinkPad Z13 13"" AMD Ryzen 7 Pro 6860Z 2.7GHz / 32GB RAM / 1TB SSD",1.1,https://images.versus.io/objects/lenovo-thinkpad-z13-13-amd-ryzen-7-pro-6860z-2-7ghz-32gb-ram-1tb-ssd.front.master.1662974739290.jpg,1.26,0,1,822083,294.4,199.6,13.99,13.3,2880 x 1800px,255,"OLED/AMOLED, LED-backlit, LCD",1,1,32,6400,1,1000,8 x 2.7GHz,16,1,0,1,0,1,1,0,0,1,2,0
"MSI GT77 Titan 12UHS-006 17.3"" UHD Intel Core i9-12900HX 2.3GHz / Nvidia GeForce RTX 3080 Ti Laptop / 64GB RAM / 2TB SSD",3.9,https://images.versus.io/objects/msi-gt77-titan-12uhs-006-17-3-uhd-intel-core-i9-12900hx-2-3ghz-nvidia-geforce-rtx-3080-ti-laptop-64gb-ram-2tb-ssd.front.master.1654768763603.jpg,3.3,0,1,3013233,397,330,23,17.3,3840 x 2160px,254,"IPS, LCD, LED-backlit",0,1,64,4800,0,2048,8 x 2.3GHz & 8 x 1.7GHz,24,1,1,0,0,1,1,1,0,0,0,0
"Asus ROG Strix G17 (2022) G713 17.3"" WQHD AMD Ryzen 9 6900HX 3.3GHz / Nvidia GeForce RTX 3070 Ti Laptop / 32GB RAM / 1TB SSD",2.3,https://images.versus.io/objects/asus-rog-strix-g17-2022-g713-17-3-wqhd-amd-ryzen-9-6900hx-3-3ghz-nvidia-geforce-rtx-3070-ti-laptop-32gb-ram-1tb-ssd.front.master.1671202970807.jpg,2.9,0,1,2561973,395,282,23,17.3,2560 x 1440px,169,"LED-backlit, IPS",0,1,32,4800,1,1024,8 x 3.3GHz,16,1,1,1,0,1,1,1,0,0,1,0
"Asus ROG Strix G15 (2022) G513 15.6"" WQHD AMD Ryzen 9 6900HX 3.3GHz / Nvidia GeForce RTX 3070 Ti Laptop / 32GB RAM / 1TB SDD",2.33,https://images.versus.io/objects/asus-rog-strix-g15-2022-g513-15-6-wqhd-amd-ryzen-9-6900hx-3-3ghz-nvidia-geforce-rtx-3070-ti-laptop-32gb-ram-1tb-sdd.front.master.1671201976399.jpg,2.3,0,1,2017093,354,259,22,15.6,2560 x 1440px,188,"LED-backlit, IPS",0,1,32,4800,1,1024,8 x 3.3GHz,16,1,1,1,0,1,1,1,0,0,1,0
"Asus ROG Strix Scar 17 SE (2022) G733 17.3"" WQHD Intel Core i9-12950HX 2.3GHz / Nvidia GeForce RTX 3080 Ti Laptop / 64GB RAM / 2TB SSD + 2TB SSD",3.5,https://images.versus.io/objects/asus-rog-strix-scar-17-se-2022-g733-17-3-wqhd-intel-core-i9-12950hx-2-3ghz-nvidia-geforce-rtx-3080-ti-laptop-64gb-ram-2tb-ssd-2tb-ssd.front.master.1681384173361.jpg,3,0,1,2561973,395,282,23,17.3,2560 x 1440px,169,IPS,0,1,64,4800,1,2048,8 x 2.3GHz & 8 x 1.7GHz,24,1,1,0,0,1,1,1,0,0,1,0
"Dell Alienware x14 (2022) 14"" Intel Core i7-12700H 2.3GHz / Nvidia GeForce RTX 3060 Laptop / 32GB RAM / 2TB SSD",1779,https://images.versus.io/objects/dell-alienware-x14-2022-14-intel-core-i7-12700h-2-3ghz-nvidia-geforce-rtx-3060-laptop-32gb-ram-2tb-ssd.front.master.1648807763762.jpg,1.84,0,1,1177433,321,262,14,14,1920 x 1080px,157,"IPS, LCD, LED-backlit",0,1,32,5200,1,2048,6 x 2.3GHz & 8 x 1.7GHz,20,1,1,1,0,1,1,0,0,0,2,0
"Lenovo ThinkPad X1 Yoga Gen 7 14"" WQUXGA OLED Intel Core i7-1260P 2.1GHz / 32GB RAM / 2TB SSD",2.33,https://images.versus.io/objects/lenovo-thinkpad-x1-yoga-gen-7-14-wquxga-oled-intel-core-i7-1260p-2-1ghz-32gb-ram-2tb-ssd.front.master.1676556219551.jpg,1.38,0,1,979023,315,222,14,14,3840 x 2400px,283,OLED/AMOLED,1,1,32,5200,1,2048,4 x 2.1GHz & 8 x 1.5GHz,16,1,1,1,0,1,1,1,1,1,4,1
"Lenovo ThinkPad X1 Carbon Gen 10 14"" OLED Intel Core i7-1260P 2.1GHz / 32GB RAM / 2TB SSD",1535,https://images.versus.io/objects/lenovo-thinkpad-x1-carbon-gen-10-14-oled-intel-core-i7-1260p-2-1ghz-32gb-ram-2tb-ssd.front.master.1676648472666.jpg,1.12,0,1,979023,315,222,14,14,2240 x 1800px,188,OLED/AMOLED,0,1,32,5200,1,2048,4 x 2.1GHz & 8 x 1.5GHz,16,1,1,0,0,1,1,1,0,1,4,1
"Acer Nitro 5 15.6"" Intel Core i7-9750H 2.6GHz / 8GB RAM / 512GB SSD",1.3,https://images.versus.io/objects/acer-nitro-5-15-6-intel-core-i7-9750h-2-6ghz-8gb-ram-512gb-ssd.front.master.1588370330253.jpg,2.5,0,1,2400083,363.4,255,25.9,15.6,1920 x 1080px,0,"IPS, LCD, LED-backlit",0,1,8,2666,1,512,6 x 2.6GHz,12,0,1,1,0,1,1,0,0,0,1,0
